,question,answer,query_duration,answer_present,average_precision
38,where does the term petty officer come from,Age of Sail,10,1,1.0
39,where is israel located on the world map,"the Middle East , on the southeastern shore of the Mediterranean Sea and the northern shore of the Red Sea",12,1,1.0
40,who played smiley in tinker tailor soldier spy,Gary Oldman,8,1,0.7777777777777778
41,when does brennan get pregnant the first time,season six finale,32,1,1.0
42,what causes a dead zone in the ocean,excessive nutrient pollution from human activities coupled with other factors that deplete the oxygen,10,1,1.0
43,who is the present governor of puerto rico,Alejandro Javier García Padilla,12,0,0.0
44,what affect does acetylcholine have on the sarcolemma,"can depolarize the muscle fiber , causing a cascade that eventually results in muscle contraction",8,1,1.0
45,who plays claire underwood's mom on house of cards,Ellen Burstyn,10,1,0.5833333333333333
46,who won the all ireland football final 2017,Dublin,25,1,1.0
47,who played robbie douglas wife on my three sons,Tina Cole,53,1,1.0
48,the most common system of land title in australia,Torrens title,38,1,0.5
49,who sings with jackson brown on the load out,David Lindley,15,1,0.9
50,who sings with jackson brown on the load out,Rosemary Butler,11,1,1.0
51,what happens to dr shepherd on grey's,a fatal car accident,16,1,1.0
52,when does book 2 of the 100 come out,"on September 25 , 2014",59,0,0.0
53,when did the nissan armada body style change,2016,17,1,0.6086691086691086
54,where does the name down syndrome come from,"John Langdon Down , the British doctor who fully described the syndrome in 1866",12,1,1.0
55,the number on kiss me thru the phone,678 - 999 - 8212,11,1,1.0
56,when does the regular football season start for nfl,"September 7 , 2017",16,1,0.5
57,who sold more albums elvis or micheal jackson,Michael Jackson,9,1,0.5533119658119657
58,when was the great pyramid of giza created,10 to 20 - year period concluding around 2560 BC,8,1,1.0
59,who sang theres a rat in my kitchen,UB40,7,1,1.0
60,the contribution of agriculture in india's gross domestic product is,13.7 % of the GDP,12,1,0.5
61,who's doing the halftime show in 2018,Justin Timberlake,10,1,0.6805555555555555
62,when was the first freeway built in los angeles,1940,20,1,0.7087301587301588
63,when was the wizard of oz made in technicolor,1939,22,1,0.9403069153069155
64,who played warren in orange is the new black,Uzoamaka Nwanneka `` Uzo '' Aduba,20,1,0.09090909090909091
65,where did the bataan death march take place,"from Saysain Point , Bagac , Bataan and Mariveles to Camp O'Donnell , Capas , Tarlac , via San Fernando , Pampanga , where the prisoners were loaded onto trains",11,1,1.0
66,where do they put the chip in dogs,usually inserted below the skin at the back of the neck between the shoulder blades on the dorsal midline,7,0,0.0
67,how long will it take voyager to pass through the oort cloud,"about 30,000 years",13,1,1.0
68,an idiopathic condition associated with asprin treatment during certain viral infections,Reye syndrome,9,0,0.0
69,what is the difference between devil's food and chocolate,traditionally has more chocolate than a regular chocolate cake,8,1,0.125
70,who is mariah carey talking about in we belong together,her 1993 marriage to Tommy Mottola,10,1,0.5
71,where is the original statue of david in italy,Florence 's Galleria dell'Accademia,20,0,0.0
72,when did the teton dam break in idaho,"June 5 , 1976",8,1,1.0
73,when was the movie stand by me made,1986,9,1,0.7366666666666667
74,is the eiffel tower made of steel or iron,wrought iron,7,1,0.6111111111111112
75,what is the name of the youth loved by salmacis,Hermaphroditus,8,1,0.8333333333333333
76,what film has the song don't you forget about me,The Breakfast Club,13,1,1.0
77,when was the last time mount saint helens exploded,"May 18 , 1980",11,1,0.6388888888888888
78,how many 7 elevens are in the world,"66,579",18,1,1.0
79,when do booth and brennan become a couple,At the start of Season 7,9,1,0.5
80,who sang nice one cyril nice one son,Cockerel Chorus,7,1,0.6
81,who sang red red wine in the 80's,Neil Diamond,12,1,1.0
82,who wrote the christmas carol do you hear what i hear,Gloria Shayne Baker,15,1,1.0
83,who wrote the christmas carol do you hear what i hear,Noël Regney,15,1,1.0
84,who plays olivia benson on law and order,Mariska Magdolna Hargitay,10,1,0.07692307692307693
85,how many copies did fifty shades of grey sell,over 125 million copies,11,1,0.5909090909090909
86,when was the city of green bay founded,1634,18,1,1.0
87,where do the ilium the ischium and the pubis meet,acetabulum,8,1,0.9166666666666666
88,who is the founder of pak n save,Foodstuffs,7,1,1.0
89,how many species of plants are found in india,"more than 50,000",20,1,0.3333333333333333
90,which non-british company owns both the famous british rolls- royce and mini brands,BMW,33,1,0.4954347240061525
91,how many times have the dodgers gone to world series,19,14,1,1.0
92,at what level is the clavicle with reference to the ribs,directly above the first rib,8,1,0.8333333333333333
93,when was the writ of habeas corpus created,1679,6,1,1.0
94,where are they playing the john deere classic golf tournament,"TPC Deere Run in the Quad Cities community of Silvis , Illinois",11,1,1.0
95,what types of elements are involved in covalent bonding,atoms,8,1,1.0
96,what types of elements are involved in covalent bonding,electron,8,1,1.0
97,name the highest bridge in the world built by indian army,Baily Bridge,14,1,0.25
98,who wrote an article on war finance titled how to pay for the war,John Maynard Keynes,18,1,0.35952380952380947
99,where did the cavs play before the gund arena,the Richfield Coliseum,9,1,1.0
100,who won the arms race in the cold war,The United States,11,1,1.0
101,what is the proper term used for the signature given by celebrities to their fans,Autograph,14,1,1.0
102,who owns willy wonka and the chocolate factory,Warner Bros.,11,1,0.885
103,who directed sign of the times music video,Woodkid,9,1,0.5
104,who plays jon snow in game of thrones,Christopher Catesby `` Kit '' Harington,10,0,0.0
105,which term is defined as the chance that a given event will occur,Probability,14,1,0.35836247086247086
106,when did guardians of the galaxy comic book come out,Jan. 1969,10,1,0.5
107,where is sea level measured in the uk,Newlyn in Cornwall between 1915 and 1921,15,1,1.0
108,80's movie about a kid in a spaceship,Flight of the Navigator,13,0,0.0
109,what are the basic components of a nucleotide,"a nitrogenous base , a five - carbon sugar ( ribose or deoxyribose ) , and at least one phosphate group",6,1,1.0
110,where is the due process clause found in the constitution,The Fifth and Fourteenth Amendments,14,1,0.7644230769230769
111,who plays the stunt man in the geico commercial,Blake Gibbons,7,0,0.0
112,why is the british parliament known as the mother of parliaments,because of the adoption of the Westminster model of parliamentary democracy by many countries of the former British Empire,12,1,1.0
113,what was the official religion of the soviet union,atheism,13,1,0.7435897435897436
114,who wrote crazy little thing called love original artist,Freddie Mercury,14,1,1.0
115,who is the actor that plays the good dr,Freddie Highmore,10,0,0.0
116,the resourced based view of the firm (rbv school) is,an economic tool used to determine the strategic resources available to a firm,10,1,0.5
117,the myelin sheath that covers many cns axons is formed by,the concentric wrapping of an oligodendrocyte or Schwann cell process around the axon,8,1,1.0
118,who does frank kill in the wasp factory,three of his relatives : two cousins and his younger brother,12,1,1.0
119,where does the movie gone with the wind take place,the American South,13,1,1.0
120,when did the nba institute the 3 point shot,1979 -- 80 season,18,1,0.1
121,who is the captain of chennai super king,Mahendra Singh Dhoni,8,1,0.8520408163265306
122,who wrote see you again by miley cyrus,Antonina,10,1,1.0
123,who wrote see you again by miley cyrus,Miley Cyrus,11,1,1.0
124,who wrote see you again by miley cyrus,Antonina Armato,10,1,1.0
125,where is the super bowl being played at this year,"U.S. Bank Stadium in Minneapolis , Minnesota",15,1,0.16666666666666666
126,where was the newhart show filmed in vermont,The Waybury Inn,8,1,0.2
127,who's line is it anyway original cast,Drew Carey,7,1,0.6266666666666667
128,who's line is it anyway original cast,Colin Mochrie,11,1,0.6791666666666667
129,who's line is it anyway original cast,Ryan Stiles,10,1,0.6791666666666667
130,who's line is it anyway original cast,Wayne Brady,7,1,0.6266666666666667
131,how many employees does department of education have,"approximately 4,400",13,1,1.0
132,when did the first beanie baby come out,1993,29,1,0.7555555555555555
133,how much money does argentina make from tourism,over US $22 billion,22,1,1.0
134,where is the macy's thanksgiving day parade held,Manhattan,10,1,0.5681818181818181
135,what religious groups lived in the new england colonies,Puritans,12,1,0.8142181051271962
136,where do long-chain fatty acids first enter the bloodstream,"Blood lipids ( or blood fats ) are lipids in the blood , either free or bound to other molecules . They are mostly transported in a protein capsule , and the density of the lipids and type of protein determines the fate of the particle and its influence on metabolism . The concentration of blood lipids depends on intake and excretion from the intestine , and uptake and secretion from cells . Blood lipids are mainly fatty acids and cholesterol . Hyperlipidemia is the presence of elevated or abnormal levels of lipids and / or lipoproteins in the blood , and is a major risk factor for cardiovascular disease .",10,1,0.14285714285714285
137,where is the retina located in the eye,"innermost , light - sensitive layer , or `` coat '' , of shell tissue of the eye",7,1,1.0
138,who did the voice for elsa in frozen,Spencer Lacey Ganus,10,1,1.0
139,who did the voice for elsa in frozen,Eva Bella,10,1,1.0
140,what episode in season 3 do jim and pam get together,"the season finale , `` The Job , ''",33,1,1.0
141,when does god of war come out for pc,"April 20 , 2018",12,1,0.1
142,how do you pass an amendment to the constitution,must be ratified by either -- as determined by Congress -- the legislatures of three - quarters of the states or state ratifying conventions in three - quarters of the states,23,0,0.0
143,when did croatia finish 3rd in the world cup,1998,36,1,0.8932224341315251
144,nominated in the best foreign film category at the oscars mother india lost to,Nights of Cabiria,34,1,1.0
145,who played edward 40 hands how i met your mother,Pete Durkensen,22,1,0.1
146,who played edward 40 hands how i met your mother,Marshall,28,1,0.8877666315166315
147,where does esperanza live in the house on mango street,Chicago,24,1,0.75
148,who is making everyone sick in minor details,Mia,11,1,0.8333333333333333
149,at the bottom of the hierarchy of needs is,Physiological needs,6,1,1.0
150,the greatest range between consecutive high and low tides occurs at which lunar phase,( full moon ) .,13,1,0.125
151,when did if you don't know me by now come out,in 1972,13,1,0.2
152,where does the calvin cycle (dark reactions) take place,in the stroma,18,1,0.56875
153,what engine does call of duty run on,The IW engine,19,1,0.573051948051948
154,what is the point of the jury in australian survivor,"cast their vote for which finalist should be awarded the title of `` Sole Australian Survivor '' and the grand prize of A $ 500,000",21,1,1.0
155,when did the angels became the los angeles angels,1961,12,1,0.7843537414965984
156,where is the guy who plays calvin on 227,Curtis Baldwin,10,1,1.0
157,who is the kid who played the banjo in deliverance,Billy Redden,20,1,0.5
158,who wrote what the hell did i say,country music artist Dierks Bentley,11,1,1.0
159,what is the song bad about by u2,heroin addiction,16,1,1.0
160,who is danae in the story of gorgon's head,mother of the hero Perseus by Zeus,7,1,0.25
161,who designed the sundial bridge in redding ca,Puente del Alamillo in Seville,16,1,1.0
162,what was the purpose of the national resources planning board,"to advise the President , in times of war , on how to mobilize natural resources , manpower , and the scientific establishment to meet the demands of the Department of Defense",14,1,1.0
163,when did the supreme court decide the case miranda vs. arizona,1966,20,1,0.9060405643738976
164,when was free movement in the eu introduced,1957,9,1,0.7
165,when did hand foot and mouth disease begin,1957,11,1,0.4983164983164983
166,what was the significance of marbury vs madison,"established the principle of judicial review in the United States , meaning that American courts have the power to strike down laws , statutes , and executive actions that contravene the U.S. Constitution",8,1,1.0
167,how much money does tourism bring to nepal,$471 ma year,11,1,1.0
168,who had the worlds largest economy in 2014,the United States,19,1,0.9510602823102823
169,what are three branches of government in the united states,judicial,81,1,0.8685897435897436
170,what are three branches of government in the united states,legislative,81,1,0.9707362082362081
171,what are three branches of government in the united states,executive,76,1,0.9707362082362081
172,what does hhr stand for on a chevy,Heritage High Roof,16,1,1.0
173,who sings the song sorry that i let you down,NF,23,1,0.8583333333333334
174,when was the first tower block built in england,1951,37,1,0.5
175,who wrote about the idyllic 'isle of innisfree',William Butler Yeats,21,1,0.5
176,who was sent to england to convert the pagan anglo-saxons,missionaries,13,1,0.7366768648018648
177,which figure of speech uses words that imitate the sounds they refer to,Onomatopoeia,24,1,0.24864024864024864
178,when was athens made the capital of greece,1834,24,1,0.75
179,who played lady guinevere in night at the museum 3,Alice Eve,15,1,0.5
180,how many assist does ozil have in his career,25,18,1,0.558926787498216
181,monarch at the end of world war 2,George VI,18,1,0.09090909090909091
182,how many countries can i visit with british passport,186 countries and territories,20,1,0.07692307692307693
183,when is the big bang theory season 11 coming out,"Monday , September 25 , 2017",32,1,1.0
184,who plays carl's grandmother on mike and molly,Cleo King,11,1,0.5
185,when does attack on titan episodes come out,July 2018,12,1,1.0
186,who played hyde on the 70's show,Daniel Peter Masterson,18,0,0.0
187,when do we say that a solution is unsaturated,"a chemical compound that contains carbon - carbon double bonds or triple bonds , such as those found in alkenes or alkynes , respectively",9,1,0.5
188,who sang the song life in the fast lane,Eagles,9,1,1.0
189,what kind of bomb did the us drop on japan,nuclear weapons,26,1,0.6703754578754578
190,who is the girl in far east movement like a g6,Dev,11,1,0.741208791208791
191,who plays eric on once upon a time,Mark Gilbert McKinney,16,0,0.0
192,who plays eric on once upon a time,Supernatural,12,0,0.0
193,who is the actor that plays ron weasley,Rupert Alexander Lloyd Grint,8,1,0.25
194,who sang your mama don't dance and your daddy don't rock and roll,rock duo Loggins and Messina,10,1,1.0
195,who is known as the father of india cricketer,Buchi Babu Naidu,11,0,0.0
196,where is lactase found in the human body,in the brush border of the small intestine,7,1,1.0
197,when was the first step pyramid built in egypt,during the 27th century BC,14,1,0.2
198,when were the canterbury tales written and in what language,written in Middle English by Geoffrey Chaucer between 1387 and 1400,15,1,1.0
199,20th century english writer known for her feminist and magical works,Angela Olive Carter - Pearce,39,0,0.0
200,where will you find earth's magnetic north pole,86 ° 30 ′ N 172 ° 36 ′ W ﻿ / ﻿ 86.5 ° N 172.6 ° W,26,1,1.0
201,when does better call saul come out on netflix,"February 1 , 2016",14,1,1.0
202,what kind of chinese do they speak in beijing,Mandarin,17,1,0.8928952991452992
203,what does pt stand for in the army,physical training,8,1,0.07692307692307693
204,who played the role of snake eyes in gi joe,Raymond `` Ray '' Park,18,1,0.07692307692307693
205,who sang lead vocals on sunshine of your love,Jack Bruce,28,1,1.0
206,when does the nba regular season start in 2017,"October 17 , 2017",16,1,1.0
207,who sang desert on a horse with no name,America,9,1,0.8643658810325476
208,where did the missouri tigers get their name,from a band of armed guards called the Fighting Tigers of Columbia,17,1,1.0
209,who played spock's dad on star trek,Mark Lenard,10,1,0.16666666666666666
210,who was defeated and killed in the fourth mysore war at srirangapatna,Tipu Sultan,24,1,0.836923076923077
211,who was the first indian who win world junior badminton championship,Nehwal,29,1,0.416060606060606
212,when was the national museum of natural history built,1910,19,1,0.7
213,who is the lead singer for fall out boy,Patrick Stump,18,1,1.0
214,who died in the 16th street baptist church bombing,Cynthia Wesley,11,1,1.0
215,who died in the 16th street baptist church bombing,Addie Mae Collins,11,1,1.0
216,who died in the 16th street baptist church bombing,Carol Denise McNair,11,1,1.0
217,who died in the 16th street baptist church bombing,Carole Robertson,11,1,1.0
218,who sings i'm in love with a monster in hotel transylvania,Fifth Harmony,20,1,0.41666666666666663
219,what are the zombies called in the last of us,infected,25,1,0.8333333333333333
220,when did the first go pro come out,2004,44,1,0.5277777777777777
221,who were the pro football players in little giants,Steve Emtman,12,1,1.0
222,who were the pro football players in little giants,John Madden,19,1,1.0
223,who were the pro football players in little giants,Emmitt Smith,11,1,0.6428571428571428
224,who were the pro football players in little giants,Bruce Smith,29,1,0.8333333333333333
225,who were the pro football players in little giants,Tim Brown,17,1,1.0
226,where do the testes develop in the embryo,from the mesothelial layer of the peritoneum,16,1,0.07692307692307693
227,when was the first piece of jewelry made,"100,000 - year - old beads made from Nassarius shells",28,0,0.0
228,what is toner used for on the face,to cleanse the skin and shrink the appearance of pores,11,1,0.5
229,who was the original actor in walking tall,Joe Don Baker,8,1,1.0
230,the land of make believe hope new jersey,amusement park,24,1,0.3611111111111111
231,how many chapters in ruth in the bible,four,11,1,0.6916546416546416
232,what are the 3 milks in tres leches cake,heavy cream,14,1,0.6666666666666666
233,what are the 3 milks in tres leches cake,evaporated milk,8,1,0.5
234,what are the 3 milks in tres leches cake,condensed milk,20,1,0.8555555555555554
235,where was the film that'll be the day filmed,Isle of Wight,11,1,0.125
236,how many animals died in the lake nyos tragedy,"3,500",28,1,1.0
237,who is the girl dancing with pitbull in timber,Raffaella Modugno,8,1,1.0
238,what do you mean by double entry system of accounting,every entry to an account requires a corresponding and opposite entry to a different account,22,1,1.0
239,who plays rafael barba on law and order,Raúl Eduardo Esparza,12,1,0.2
240,when was the lovesong of j alfred prufrock published,June 1915,8,1,1.0
241,where is the hallmark series good witch filmed,"Hamilton and Niagara on the Lake , Ontario",9,1,1.0
242,who was the original singer of personal jesus,Depeche Mode,14,1,1.0
243,who is the most followed user in instagram,Instagram 's own account,8,1,1.0
244,when was smoking in pubs banned in uk,1 July 2007,11,1,0.7986111111111112
245,when do trains have to blow their horns,at all public grade crossings,10,1,1.0
246,what is the wilshire 5000 total market index,a market - capitalization - weighted index of the market value of all stocks actively traded in the United States,8,1,1.0
247,when was the women's first world cup held,1991,15,1,0.49074074074074076
248,who plays bell in beauty and the beast,Tony Award,9,1,0.6805555555555555
249,who plays bell in beauty and the beast,Susan Egan,9,1,0.6488095238095237
250,where is the college football national championship played this year,"Raymond James Stadium in Tampa , Florida",25,1,0.3333333333333333
251,what's the abv of pabst blue ribbon,4.6 %,5,1,1.0
252,when is the new season of wrecked coming out,"August 7 , 2018",11,1,0.125
253,where does the eye for an eye come from,Hebrew bible,16,1,1.0
254,who was prime minister when the queen was crowned,Winston Churchill,9,1,0.47692307692307695
255,what is the maximum term a us president can serve,two four - year terms,36,1,0.5
256,when did china's 1 child policy end,near the end of 2015 and the beginning of 2016,29,1,1.0
257,where is the 11 foot 8 inch bridge,"Durham , North Carolina",11,1,1.0
258,who said to error is human to forgive divine,Alexander Pope,9,0,0.0
259,who sang make em laugh in singin in the rain,Donald O'Connor,8,1,1.0
260,mix red and green to make this colour,yellow,9,1,0.6682921245421245
261,what is the old name of state bank of india,Imperial Bank of India,15,1,0.9166666666666666
262,where does the largest halloween parade take place every year,New York,37,1,0.7110771173271173
263,who sings on i ain't mad at cha,Danny Boy,6,1,0.5833333333333334
264,when did women's cricket start in india,1973,12,1,0.16666666666666666
265,why did the stamp act of 1765 happen,to pay for British military troops stationed in the American colonies after the French and Indian War,23,1,1.0
266,flu that spread over a large area in 1918,H1N1 influenza virus,10,1,0.9166666666666666
267,how many kanals in one acre in pakistan,8,18,1,0.8183221870721871
268,what do you call a person who does acrobatics,acrobat,12,1,0.7435897435897436
269,what is the name of the cat in tom and jerry,Tom,15,1,1.0
270,who killed katie in the movie mystic river,Dave,11,1,0.8333333333333333
271,what iron maiden album is the trooper on,Piece of Mind,8,1,0.6433333333333334
272,who wrote the song knocking on heaven's door,Bob Dylan,8,1,0.2111111111111111
273,where was the author when he wrote the star spangled banner,Fort McHenry,12,1,0.7783333333333333
274,the reason japanese pagoda roofs decline in size is,the more solid and secure the pagoda seems to be,15,1,1.0
275,what does the acrosome do in a sperm cell,releases hyaluronidase and acrosin,11,1,1.0
276,what was joker's plan in the dark knight,to upset social order through crime,6,1,0.22619047619047616
277,what is the name of arasamaram in english,sacred fig,13,0,0.0
278,what is the full form of als disease,Amyotrophic lateral sclerosis,8,0,0.0
279,who plays sons of anarchy president in mayans,Marcus Álvarez,11,1,0.4583333333333333
280,how many seasons are there of knight rider,four,7,1,0.6319230769230769
281,who the girl in somebody that i used to know,Kimbra,9,1,0.75
282,where did jaren jackson senior play college basketball,Georgetown University,12,1,0.5444444444444444
283,when did the us first start using daylight savings time,1918,52,1,0.7342424242424244
284,role of a cto in an it company,an executive - level position in a company or other entity whose occupation is focused on scientific and technological issues within an organization,6,1,1.0
285,who are the consumers in a food chain,organisms that eat organisms from a different population,8,1,1.0
286,who were the two superpowers during the cold war space race,the United States,53,1,1.0
287,who were the two superpowers during the cold war space race,the Soviet Union ( USSR ),66,1,0.2
288,when did they add ain't to the dictionary,1961,24,1,0.8269230769230769
289,where is the thalmus located in the brain,dorsal part of the diencephalon,8,0,0.0
290,just before texas became a us state in 1845 texas was,annexed to the United States of America,44,1,1.0
291,which is the last game of thrones book,A Song of Ice and Fire,18,1,0.8581730769230769
292,who is the youngest elected president of usa,John F. Kennedy,17,0,0.0
293,who did rob lowe play in the stand,Nick Andros,22,1,0.8333333333333333
294,local governments that provide a single service or a closely related set of services are,Special districts,24,0,0.0
295,a rift valley is evidence of which kind of plate boundary,a divergent plate boundary,9,1,0.6666666666666665
296,where was the merlot wine grape originally grown,thought to have originated on one of the islands found along the Garonne river,15,1,1.0
297,when is the station of the cross done,"most commonly during Lent , especially on Good Friday",8,1,1.0
298,which is older jeopardy or wheel of fortune,Jeopardy !,9,1,0.7338945776445777
299,who translated the king james bible to english,"47 scholars , all of whom were members of the Church of England",12,1,0.25
300,who sang the song if it's meant to be,Florida Georgia Line,10,1,0.16666666666666666
301,who sang the song if it's meant to be,Bebe Rexha,6,1,0.16666666666666666
302,the area between the tigris and euphrates rivers,Mesopotamia,12,1,0.9935897435897436
303,the most recent revision of the apa ethics code was published in,2010,8,1,0.5492424242424242
304,where does an apple a day keeps the doctor away come from,"the proverb originated in Wales , and was particularly prevalent in Pembrokshire",32,1,1.0
305,the ability of an atom to attract electron towards itself is called,Electronegativity,15,1,0.1111111111111111
306,who played the devil in storm of the century,Colm Feore,26,1,1.0
307,who won the most states in the 2016 presidential election,Trump,21,1,1.0
308,who starred in oh what a lovely war,Maurice Roëves,11,1,1.0
309,who starred in oh what a lovely war,Maggie Smith,18,1,1.0
310,who starred in oh what a lovely war,Dirk Bogarde,10,1,1.0
311,who starred in oh what a lovely war,John Gielgud,11,1,1.0
312,who starred in oh what a lovely war,John Mills,11,1,1.0
313,who starred in oh what a lovely war,Kenneth More,11,1,1.0
314,who starred in oh what a lovely war,Laurence Olivier,13,1,1.0
315,who starred in oh what a lovely war,Jack Hawkins,11,1,1.0
316,who starred in oh what a lovely war,Corin Redgrave,13,1,1.0
317,who starred in oh what a lovely war,Michael Redgrave,11,1,1.0
318,who starred in oh what a lovely war,Vanessa Redgrave,11,1,1.0
319,who starred in oh what a lovely war,Ralph Richardson,11,1,1.0
320,who starred in oh what a lovely war,Ian Holm,11,1,1.0
321,who starred in oh what a lovely war,Paul Shelley,11,1,1.0
322,who starred in oh what a lovely war,Malcolm McFee,11,1,1.0
323,who starred in oh what a lovely war,Jean - Pierre Cassel,11,1,1.0
324,who starred in oh what a lovely war,Nanette Newman,13,1,1.0
325,who starred in oh what a lovely war,Edward Fox,11,1,1.0
326,who starred in oh what a lovely war,Susannah York,14,1,1.0
327,who starred in oh what a lovely war,John Clements,11,1,1.0
328,who starred in oh what a lovely war,Phyllis Calvert,12,1,1.0
329,the location of the corpora cavernosa is the,( cavernous body of the penis ) is one of a pair of sponge - like regions of erectile tissue,6,1,1.0
330,who sings don't you forget about me from the breakfast club,Simple Minds,15,1,1.0
331,where is the rotator cuff located on the human body,shoulder joint,8,1,0.875
332,who played rolf in the sound of music,Daniel Lee Truhitte,8,1,0.125
333,when was when you say nothing at all written,1988,11,1,1.0
334,prison break season 5 how many episodes are there,9,23,1,0.8865485524576434
335,shadow of the colossus creator's new game,The Last Guardian,7,1,0.18253968253968253
336,the dot product of two vectors results in a,a vector,16,1,0.8254374413465324
337,what channel is shortland street on in australia,Foxtel 's Arena,20,1,1.0
338,who played faramir in the lord of the rings,David Wenham,8,1,1.0
339,where is national open university located in abuja,Jabi,16,1,1.0
340,who wrote the song do you know where you're going to,Gerald Goffin,12,1,0.3333333333333333
341,who wrote the song do you know where you're going to,Michael Masser,12,1,0.3333333333333333
342,who played blair in the facts of life,Lisa Diane Whelchel,8,0,0.0
343,how many indian reservations are in the us,326 Indian reservations in the United States,13,1,1.0
344,commonly used as a preservative for tissue specimens,formaldehyde,8,1,0.7575757575757575
345,which olsen twin was in full house more,Mary - Kate,9,1,0.7667378917378916
346,why was virginia capital moved from williamsburg to richmond,Governor Thomas Jefferson urged it that the capital be relocated to Richmond,10,1,0.5
347,who wrote i hold on by dierks bentley,Bentley wrote the song with Brett James,7,1,0.5
348,when was journey to the center of the earth made,1864,18,1,0.5396825396825395
349,who sang been through the desert on a horse with no name,the folk rock band America,11,1,1.0
350,where is big bang theory supposed to take place,"Pasadena , California",9,1,1.0
351,when did the us start using the electoral college,"1789 , the first Wednesday in February",18,1,0.5
352,where did the laurel yanni clip come from,"students who played the sound of the word `` laurel '' ( a laurel wreath ) , while re-recording the playback amid background noise in the room",10,1,1.0
353,oil painting has been the medium of choice for painter since,the late 15th century,12,1,0.6428571428571428
354,who played cindy lou who in the grinch stole christmas,Taylor Michel Momsen,9,1,0.1
355,who played bass on barney miller theme song,Chuck Berghofer,9,1,1.0
356,which raja of chamba transferred the capital of his state from bharmaur to chamba,Raja Sahil Varman ( or Raja Sahil Verma ),10,1,1.0
357,where is the masterchef kitchen located in melbourne 2017,Flemington,18,1,1.0
358,what's the highest minimum wage in the united states,$11.00 per hour,46,1,1.0
359,when does between shades of gray take place,mid-20th century,12,1,1.0
360,how many parts does chronicles of narnia have,seven,11,1,0.7306989306989307
361,where does funding for the military come from,tax revenues,17,1,0.1111111111111111
362,who is the founder of alex and ani,Carolyn Rafaelian,18,1,1.0
363,who wrote between the devil and the deep blue sea,lyrics by Ted Koehler,10,1,0.3333333333333333
364,who wrote between the devil and the deep blue sea,music by Harold Arlen,13,1,0.3333333333333333
365,how many miles out is considered international waters,12 nautical miles,17,1,0.3333333333333333
